Mode	SigStrength	NegCosCut	PosCosCut	bestEff	BkgExpect	BkgError	CutValue
BDT_ONLY	16820.147113977695	-0.9	0.9	0.00538	237.0625251083552	15.39683490553676	0.4142857142857142
BDT_ONLY	16062.838587051541	-0.9	0.9	0.005824634655532359	256.5800224256992	16.01811544551041	0.39999999999999997
BDT_ONLY	14870.22794279454	-0.9	0.9	0.006647597254004577	292.011786786416	17.088352371905724	0.3714285714285714
BDT_ONLY	14666.362973136958	-0.9	0.9	0.00674	292.011786786416	17.088352371905724	0.3714285714285714
CVN_ONLY	1678.7483524569625	-1.1	0.85	0.11486344537815125	1294.4604759241536	35.97861136736872	0.9
CVN_ONLY	1686.0850687973918	-1.1	0.85	0.11436363636363636	1294.4604759241536	35.97861136736872	0.9
CVN_ONLY	1643.9532380550959	-1.1	0.85	0.11729458917835671	1294.4604759241536	35.97861136736872	0.9
CVN_ONLY	1663.5384357501714	-1.1	0.85	0.1159136546184739	1294.4604759241536	35.97861136736872	0.9
CVN_ONLY	740.6782458740433	-1.1	0.8421052631578948	0.3580831408775981	2548.53474586088	50.48301442922045	0.32857142857142857
CVN_ONLY	715.3048488141249	-1.1	0.8421052631578948	0.37211143695014665	2567.7519739887266	50.67299057672368	0.3163265306122449
CVN_ONLY	727.37358665472	-1.1	0.9157894736842105	0.27151291512915127	1362.6215819401089	36.91370452745306	0.3163265306122449
CVN_ONLY	700.0717549140991	-1.1	0.8421052631578948	0.3802083333333333	2567.7519739887266	50.67299057672368	0.3163265306122449
