Mode	SigStrength	NegCosCut	PosCosCut	bestEff	BkgExpect	BkgError	CutValue
BDT_ONLY	7546.671428650965	-0.9	0.9	0.01187	231.39682710172292	15.211733205053358	0.45714285714285713
BDT_ONLY	6643.570650807844	-0.9	0.9	0.01455	277.0928391764329	16.646105826181476	0.4142857142857142
BDT_ONLY	6989.843517884514	-0.9	0.9	0.01494	331.78221532967626	18.2148899346023	0.3714285714285714
BDT_ONLY	6782.865226904807	-0.9	0.9	0.01464929859719439	295.56569512152845	17.19202417173523	0.39999999999999997
CVN_ONLY	1811.3321809918548	-1.1	0.85	0.1076706827309237	1326.3996696366617	36.41977031279387	0.9
CVN_ONLY	1791.5284155870634	-1.1	0.85	0.10886088709677419	1326.3996696366617	36.41977031279387	0.9
CVN_ONLY	1735.8274386139572	-1.1	0.85	0.11235412474849095	1326.3996696366617	36.41977031279387	0.9
CVN_ONLY	1734.8900778565494	-1.1	0.85	0.11241482965931864	1326.3996696366617	36.41977031279387	0.9
CVN_ONLY	723.9853147512458	-1.1	0.8315789473684211	0.3736842105263158	2657.1744893655828	51.54778840421365	0.3224489795918367
CVN_ONLY	701.4043604760952	-1.1	0.8631578947368421	0.35230208333333335	2195.3530907381946	46.85459519340867	0.29183673469387755
CVN_ONLY	535.8026696566253	-1.1	0.9052631578947369	0.38791152263374484	1520.1215931661504	38.988736747503765	0.29183673469387755
CVN_ONLY	679.7497993283074	-1.1	0.8631578947368421	0.36352525252525253	2195.3530907381946	46.85459519340867	0.29183673469387755
