Mode	SigStrength	NegCosCut	PosCosCut	bestEff	BkgExpect	BkgError	CutValue
BDT_ONLY	8216.770740475196	-0.9	0.9	0.010925925925925926	232.612146571795	15.251627669589729	0.45714285714285713
BDT_ONLY	7721.842183485368	-0.9	0.9	0.012625250501002005	282.6833087387644	16.81318853575265	0.4142857142857142
BDT_ONLY	7239.78729990984	-0.9	0.9	0.014424216876992387	331.78221532967626	18.2148899346023	0.3714285714285714
BDT_ONLY	7570.237768083898	-0.9	0.9	0.013176352705410822	298.239397955687	17.26960908520187	0.39999999999999997
CVN_ONLY	1739.2812280909216	-1.1	0.85	0.11173789173789174	1316.4340499820707	36.28269628875548	0.9
CVN_ONLY	1711.2016641046484	-1.1	0.85	0.11357142857142857	1316.4340499820707	36.28269628875548	0.9
CVN_ONLY	1620.8147595320304	-1.1	0.85	0.11990489130434782	1316.4340499820707	36.28269628875548	0.9
CVN_ONLY	1644.4712943490506	-1.1	0.85	0.11818	1316.4340499820707	36.28269628875548	0.9
CVN_ONLY	740.4365389140512	-1.1	0.8315789473684211	0.36354803493449783	2629.222141553925	51.275941157173555	0.3224489795918367
CVN_ONLY	704.7533913562783	-1.1	0.8631578947368421	0.34867432150313155	2169.5883179726666	46.57883980921666	0.29183673469387755
CVN_ONLY	707.2547416251267	-1.1	0.9052631578947369	0.29120044052863436	1490.710861990406	38.60972496652114	0.29183673469387755
CVN_ONLY	688.6305843125461	-1.1	0.8631578947368421	0.35683778234086244	2169.5883179726666	46.57883980921666	0.29183673469387755
