Mode	SigStrength	NegCosCut	PosCosCut	bestEff	BkgExpect	BkgError	CutValue
BDT_ONLY	16241.276938622948	-0.9	0.9	0.005661322645290581	246.2237246366022	15.691517601449588	0.45714285714285713
BDT_ONLY	13217.72874342661	-0.9	0.9	0.007520141357622163	295.8087590155429	17.199091807870055	0.4142857142857142
BDT_ONLY	13270.095315053388	-0.9	0.9	0.00803921568627451	348.5536240166709	18.66959089044725	0.3714285714285714
BDT_ONLY	12153.119559456425	-0.9	0.9	0.008405466970387243	315.253870536696	17.755389901004598	0.39999999999999997
CVN_ONLY	1757.986323824392	-1.1	0.85	0.10958456973293769	1291.884596686615	35.942796172343286	0.9
CVN_ONLY	1697.427361701153	-1.1	0.85	0.11349420849420849	1291.884596686615	35.942796172343286	0.9
CVN_ONLY	1674.104227233375	-1.1	0.85	0.11507537688442211	1291.884596686615	35.942796172343286	0.9
CVN_ONLY	1675.3932133933004	-1.1	0.85	0.11498684210526315	1291.884596686615	35.942796172343286	0.9
CVN_ONLY	726.7798332362478	-1.1	0.8315789473684211	0.3683048780487805	2598.3530270140946	50.97404267874086	0.3224489795918367
CVN_ONLY	702.8538381610875	-1.1	0.8631578947368421	0.347962962962963	2147.955631405384	46.34604224100893	0.29183673469387755
CVN_ONLY	700.342009704855	-1.1	0.9052631578947369	0.2938728323699422	1488.5232869442764	38.58138523879458	0.29183673469387755
CVN_ONLY	685.0847614212666	-1.1	0.8631578947368421	0.3569880952380952	2147.955631405384	46.34604224100893	0.29183673469387755
